adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,tipo,origin_country,original_name,first_air_date,name,media_type,gender,known_for_department,profile_path
False,/r9oTasGQofvkQY5vlUXglneF64Z.jpg,"[28, 35, 10751]",1029575,en,The Family Plan,"Dan Morgan é muitas coisas: um marido dedicado, um pai amoroso, um reconhecido vendedor de carros. Ele também é um ex-assassino. E quando seu passado encontra seu presente, ele é forçado a levar sua desavisada família em uma viagem diferente de qualquer outra.",48.6541,/3CezGI4ORSgVKk5Ch3UUWtL7SET.jpg,2023-12-14,Plano em Família,False,7.246,1681.0,Filme (Popular),,,,,,,,
False,/qskMJe62v9kPj4tD9UawIGW0WxD.jpg,"[80, 28]",1096563,en,End of Loyalty,"Grant faz parte de uma família de criminosos e jura vingança após o assassinato de seu pai. Conforme sua dor se transforma em violência, cabe ao seu melhor amigo, um agente federal, fazer de tudo para impedi-lo de perder o controle.",42.7216,/sy1r4ABRjNrk6Xsp2hPnfhDPM7.jpg,2023-03-07,O Fim da Lealdade,False,5.429,7.0,Filme (Popular),,,,,,,,
False,/kHOfxq7cMTXyLbj0UmdoGhT540O.jpg,"[878, 28, 35]",507244,en,Afterburn,"Uma década após uma tempestade solar devastar o planeta e eliminar toda a tecnologia, um ex-soldado sobrevive caçando tesouros perdidos para os poucos poderosos que ainda restam. Sua nova missão é recuperar a Mona Lisa, de Leonardo da Vinci. Ele se une uma outra caçadora e se vê em uma perigosa corrida contra um senhor da guerra implacável que também está atrás da relíquia. Cercado por enigmas e ameaças, terá que escolher entre se apegar ao passado ou lutar por um novo futuro.​",44.6959,/1ZhnVSuIPj0u1UBsrgkihYznbky.jpg,2025-08-20,Caçadores do Fim do Mundo,False,6.896,120.0,Filme (Popular),,,,,,,,
False,/9tOkjBEiiGcaClgJFtwocStZvIT.jpg,"[16, 12, 10751, 35]",269149,en,Zootopia,"Em uma cidade de animais antropomórficos, uma raposa fugitiva vigarista e um coelho policial recruta precisam trabalhar juntos para desvendar uma conspiração.",51.2993,/ncqVGCX9P3EKQfsOXiB3XxQ0Dip.jpg,2016-02-11,Zootopia: Essa Cidade é o Bicho,False,7.752,17101.0,Filme (Popular),,,,,,,,
False,/9QusGjxcYvfPD1THg6oW3RLeNn7.jpg,"[28, 12, 14]",297802,en,Aquaman,"A cidade de Atlantis, que já foi lar de uma das mais avançadas civilizações do mundo, agora é um reino submerso dominado pelo ganancioso Rei Orm. Com um vasto exército a seu dispor, Orm planeja conquistar tanto os demais reinos do oceano, quanto o mundo da superfície. Em seu caminho está Aquaman, meio-humano e meio-atlante, e verdadeiro herdeiro do trono. Com a ajuda da princesa Mera, Aquaman precisa recuperar o lendário Tridente de Atlan e aceitar seu destino como protetor das profundezas.",28.6049,/wbo0CYG6SOFxFkoe9BiqvivLggN.jpg,2018-12-07,Aquaman,False,6.871,14584.0,Filme (Popular),,,,,,,,
False,/42xAe6kVeTjml9Tww6vRoWa5tay.jpg,"[28, 18, 53]",861451,kn,Martin,"A jornada de um homem que descobre a si mesmo, encontra o amor e luta por sua terra natal - será que ele conseguirá manter o controle em todas as três frentes?",41.192,/vTWAbfrkhK0I0Dbz7MlgiN58QaC.jpg,2024-10-11,O Guerreiro,False,4.058,26.0,Filme (Popular),,,,,,,,
False,/srk5NlOnpEsd0hxVFiHfhtQtfDe.jpg,"[10749, 18]",1156594,es,Culpa nuestra,"O casamento de Jenna e Lion marca o tão esperado reencontro entre Noah e Nick após o término. A incapacidade de Nick de perdoar Noah é uma barreira intransponível. Ele, herdeiro dos negócios do avô, e ela, iniciando a vida profissional, evitam alimentar uma chama ainda acesa. Mas, agora que seus caminhos se cruzaram novamente, será o amor mais forte que o ressentimento?",44.5949,/tPq8xqhsTYZzUGwMKuksa0eyeGZ.jpg,2025-10-15,Nossa Culpa,False,7.501,523.0,Filme (Popular),,,,,,,,
False,/hRrOKs3bdxNvS78oFn99hQfVd5Y.jpg,[18],1299209,pt,O Filho de Mil Homens,"Em uma pequena vila, um pescador solitário com o sonho de ter um filho se conecta, de forma extraordinária, a um grupo de pessoas e seus segredos.",37.762,/v5NWESo5QIyiAXtPSOBX3VAquXi.jpg,2025-10-30,O Filho de Mil Homens,False,7.2,15.0,Filme (Popular),,,,,,,,
False,/70cezTFUmtijJLqnZw02gQlKVKJ.jpg,"[878, 28, 12, 53]",106,en,Predator,"O major Alan ""Dutch"" Schaefer lidera uma equipe de resgate em uma selva da América Central, para tentar encontrar um ministro estrangeiro e funcionários do governo que saíram da rota e se perderam. O exército acredita que eles estejam nas mãos de guerrilheiros, mas o que eles não imaginam é que a floresta esconde uma ameaça mortal, um ser de outro planeta, fortemente armado, que sente enorme prazer em matar.",38.7263,/2B6yDvD0hre65fyRi9LC3UJ9uSq.jpg,1987-06-12,O Predador,False,7.54,8659.0,Filme (Popular),,,,,,,,
False,/lkDYN0whyE82mcM20rwtwjbniKF.jpg,"[28, 18]",911430,en,F1,"Sonny Hayes, a lenda do automobilismo, é persuadido a deixar a aposentadoria para liderar uma equipe de Fórmula 1 em dificuldades—e ser mentor de um jovem piloto famoso—enquanto busca mais uma oportunidade de glória.",42.7418,/fMcY5hpVZQ0cLKHvFM1mo6GrAr0.jpg,2025-06-25,F1 - O Filme,False,7.804,2643.0,Filme (Popular),,,,,,,,
False,/5WjG360UnLAiSSj9NTcJle4bxnn.jpg,[37],249616,en,The Virginian,,27.1772,/dacmcLeuF7OXm6Pyjhz5bpTgjAj.jpg,2014-01-12,The Virginian,False,4.6,19.0,Filme (Popular),,,,,,,,
False,/qskMJe62v9kPj4tD9UawIGW0WxD.jpg,"[80, 28]",1096563,en,End of Loyalty,"Grant faz parte de uma família de criminosos e jura vingança após o assassinato de seu pai. Conforme sua dor se transforma em violência, cabe ao seu melhor amigo, um agente federal, fazer de tudo para impedi-lo de perder o controle.",42.7216,/sy1r4ABRjNrk6Xsp2hPnfhDPM7.jpg,2023-03-07,O Fim da Lealdade,False,5.4,7.0,Filme (Popular),,,,,,,,
False,/vHTFrcqJoCi1is3XN0PZe2LSnI2.jpg,"[14, 10751, 28, 12]",1087192,en,How to Train Your Dragon,"Na montanhosa Ilha de Berk, vikings e dragões são inimigos implacáveis há gerações, mas Soluço é diferente. Filho do Chefe Stoico, o Imenso, o criativo e subestimado Soluço desafia séculos de tradição ao fazer amizade com Banguela, um temido dragão Fúria da Noite. Essa relação improvável revela a verdadeira natureza dos dragões, abalando as bases da sociedade viking.",38.6627,/vdvEClt3J8sFWxyMo0Jm7JpouEo.jpg,2025-06-06,Como Treinar o Seu Dragão,False,8.0,2202.0,Filme (Popular),,,,,,,,
False,/nt0HRxlzOXRpPJtl2FmeBCO6MeR.jpg,"[27, 14, 10749]",1246049,fr,Dracula,"Na trama, após a morte de sua esposa, um príncipe do século XV renuncia a Deus e se torna um vampiro. Séculos depois, na Londres do século XIX, ele vê uma mulher parecida com sua falecida esposa e a persegue, selando seu próprio destino.",41.4858,/tXZEBgrrnfJlPwxPvJ8qaeRvb0v.jpg,2025-07-30,Drácula - Uma História de Amor Eterno,False,7.1,439.0,Filme (Popular),,,,,,,,
False,/s7xmwFJQj99lICSGQkr8sQ7G9IA.jpg,"[35, 53]",1210732,fr,Un ours dans le Jura,,40.533,/emguym9bd9QPIKVNO97gdvQv4R8.jpg,2025-01-01,Un ours dans le Jura,False,6.479,213.0,Filme (Popular),,,,,,,,
False,/1leYKN0DPNffpldGnCWnbXaiWoD.jpg,"[28, 53]",1305717,en,Hunting Grounds,"Uma mãe que foge do marido ligado à máfia encontra abrigo com um andarilho chamado Jake, mas quando os capangas dele se aproximam, Jake se revela ainda mais perigoso do que quem ela tentava evitar.",41.2603,/cgZjpqRQt9sk6XMCwZ3B1NPAaoy.jpg,2025-05-16,Hunting Grounds,False,6.7,61.0,Filme (Popular),,,,,,,,
False,/9BBTo63ANSmhC4e6r62OJFuK2GL.jpg,"[878, 28, 12]",24428,en,The Avengers,"Loki, o irmão de Thor, ganha acesso ao poder ilimitado do cubo cósmico ao roubá-lo de dentro das instalações da S.H.I.E.L.D. Nick Fury, o diretor desta agência internacional que mantém a paz, logo reúne os únicos super-heróis que serão capazes de defender a Terra de ameaças sem precedentes. Homem de Ferro, Capitão América, Hulk, Thor, Viúva Negra e Gavião Arqueiro formam o time dos sonhos de Fury, mas eles precisam aprender a colocar os egos de lado e agir como um grupo em prol da humanidade.",37.987,/j9hwS307Zlc5mQTbAnwV75vXG0H.jpg,2012-04-25,Os Vingadores: The Avengers,False,7.859,34100.0,Filme (Popular),,,,,,,,
False,/keToI4XlwYVtImAXjoeoaLJKnfc.jpg,"[16, 12, 35]",1316147,en,Grand Prix of Europe,"Edda, uma jovem ratinha e filha do operador de parque de diversões Erwin, sonha em se tornar uma piloto de corrida. Antes do 50º aniversário do Grande Prêmio da Europa, Edda tem a oportunidade de conhecer seu ídolo, o astro das corridas Ed, e ajudar seu pai a salvar seu negócio falido. Mas, para isso, ela terá que assumir o volante sozinha.",35.8585,/cStiqpPNuzvjCzzI8voKhtsxjoL.jpg,2025-07-24,Grand Prix: A Toda Velocidade,False,7.3,20.0,Filme (Popular),,,,,,,,
False,/bWF5ImUscXXYia8owpm8coadR4m.jpg,"[28, 27, 10752]",1257009,en,Primitive War,"Durante a Guerra do Vietnã, uma unidade de reconhecimento se aventura em um vale isolado na selva para descobrir o destino de um pelotão desaparecido. Logo eles se veem em uma luta por suas vidas contra um inimigo inesperado: dinossauros pré-históricos.",36.906,/5flDJFGO830VBd1luJq1fmm1lfT.jpg,2025-08-21,Guerra Primitiva,False,6.822,166.0,Filme (Popular),,,,,,,,
False,/m9k4N5KKGzSyJRyzvYfF0FUmyv8.jpg,"[27, 53, 18]",1229910,en,Kryptic,,34.5351,/tO4PLOx2Ey9PZunmwEAsGhc4Ah0.jpg,2025-06-09,Kryptic,False,4.895,19.0,Filme (Popular),,,,,,,,
False,/82C04rTiXYZ7c8XZv91Nu53w82Y.jpg,"[28, 53]",1007734,en,Nobody 2,"O pai suburbano Hutch Mansell, ex-assassino letal, é levado de volta ao seu passado violento depois de impedir uma invasão domiciliar, desencadeando uma cadeia de eventos que revela segredos sobre o passado de sua esposa Becca.",37.4211,/6ObRyIQHJAY2X575hLVgKsnNlar.jpg,2025-08-13,Anônimo 2,False,7.06,987.0,Filme (Popular),,,,,,,,
False,/hHN4iGAu0sCYvR0oaFmemKXDnVV.jpg,"[18, 53]",1160360,en,If I Had Legs I'd Kick You,"Com sua vida desmoronando ao seu redor, Linda tenta lidar com a misteriosa doença de seu filho, o marido ausente, uma pessoa desaparecida e um relacionamento cada vez mais hostil com sua terapeuta.",30.2953,/eG8p84AKkfzh4KVCoy1haksAnOx.jpg,2025-10-10,"Se Eu Tivesse Pernas, Te Chutaria",False,6.9,40.0,Filme (Popular),,,,,,,,
False,/ev9kxdoJ5IYVprt1OvH2SMWJdU1.jpg,"[27, 35, 14, 18]",1284120,no,Den stygge stesøsteren,"Em um reino de conto de fadas onde a beleza é um negócio brutal, Elvira luta para competir com sua meia-irmã incrivelmente linda, e ela fará de tudo para chamar a atenção do príncipe. Uma versão moderna e bem diferente do Conto da ""Cinderela"".",37.6066,/9MBZe0Uk2TXLjgsgtG6HPGmeKLK.jpg,2025-03-07,A Meia-Irmã Feia,False,7.337,700.0,Filme (Popular),,,,,,,,
False,/1wi1hcbl6KYqARjdQ4qrBWZdiau.jpg,"[28, 35, 80]",1035259,en,The Naked Gun,Apenas um homem tem as habilidades necessárias para liderar o Esquadrão Policial e salvar o mundo.,37.5874,/vDN8VDEQjh8QBEeT7C6Ml5Uqln8.jpg,2025-07-30,Corra Que a Polícia Vem Aí!,False,6.519,1107.0,Filme (Popular),,,,,,,,
False,/vNUwK5P42m81uG57kKI1WxSZwIQ.jpg,"[35, 10749]",1403735,te,లైలా,,35.851,/l4gsNxFPGpzbq0D6QK1a8vO1lBz.jpg,2025-02-14,లైలా,False,5.2,6.0,Filme (Popular),,,,,,,,
False,/hFNdzos50yMPgGYJAWNrfWrLns4.jpg,"[28, 35, 878]",338969,en,The Toxic Avenger Unrated,"Um terrível acidente tóxico transforma o zelador Winston Gooze, doente terminal, em uma nova evolução de herói: o Vingador Tóxico. Agora, empunhando um esfregão brilhante com força sobre-humana, ele precisa correr contra o tempo para salvar seu filho e deter um tirano implacável e sedento de poder, determinado a usar superpoderes tóxicos para fortalecer seu império poluído.",34.962,/hgLUFJdveYcL9OvnFAnvtCczcqj.jpg,2025-08-28,O Vingador Tóxico,False,6.171,205.0,Filme (Popular),,,,,,,,
False,/2yo2k8CmgZxfBQYAZ8TnHIYzEme.jpg,"[28, 80, 53]",1072699,pl,Druga Furioza,"Após um assassinato, o novo líder da Furioza, Golden, toma as rédeas de sua gangue violenta e assume um novo foco entre as fronteiras.",33.3176,/huvM6PcelNHpL3ldtgDpxstQWqN.jpg,2025-10-14,Furioza 2,False,6.545,66.0,Filme (Popular),,,,,,,,
False,/ajdB8AoHKrYlOR4yMDMZYLFyfdj.jpg,[53],1235746,en,Dead of Winter,"Uma mulher, viajando sozinha pelo norte de Minnesota, coberto de neve, interrompe o sequestro de uma adolescente. A horas da cidade mais próxima e sem sinal de telefone, ela percebe que é a única esperança da jovem.",31.2492,/sjhddvSrpNRAhxb3G2gJJ7DehO0.jpg,2025-09-23,O Frio da Morte,False,6.506,90.0,Filme (Popular),,,,,,,,
False,/5XNQBqnBwPA9yT0jZ0p3s8bbLh0.jpg,"[12, 18, 878]",157336,en,Interstellar,"As reservas naturais da Terra estão chegando ao fim e um grupo de astronautas recebe a missão de verificar possíveis planetas para receberem a população mundial, possibilitando a continuação da espécie. Cooper é chamado para liderar o grupo e aceita a missão sabendo que pode nunca mais ver os filhos. Ao lado de Brand, Jenkins e Doyle, ele seguirá em busca de um novo lar.",35.6023,/6ricSDD83BClJsFdGB6x7cM0MFQ.jpg,2014-11-05,Interestelar,False,8.5,38276.0,Filme (Popular),,,,,,,,
False,/hfrWfc7wLeex6vPuhaDR4lweZx2.jpg,[18],1135303,en,The Senior,"Aos 59 anos, Mike Flynt talvez já não tenha idade para estar em um campo de futebol universitário, mas ainda sente o peso do que deixou para trás. Quase quarenta anos depois, ele volta à universidade onde tudo começou para encarar o golpe que mudou sua vida. Machucado, desacreditado e à beira de desistir, ele tenta jogar mais uma vez. Não pela fama, mas pelos amigos que perdeu, pela família que feriu e pelo final que sempre acreditou que ainda podia alcançar.",33.1485,/6Aut3iie9LDaZgtlLfaR04K08im.jpg,2025-09-18,O Veterano,False,6.0,13.0,Filme (Popular),,,,,,,,
False,/ajYw16ISz3qsdYTg4zy5rob1iAQ.jpg,"[35, 10402]",1425122,en,A Very Jonas Christmas Movie,Os Jonas Brothers têm dificuldades a chegar a casa a tempo de passar o Natal com as suas famílias.,35.0435,/4nkbqnPdwENn3yKrbVvDINf5ltO.jpg,2025-11-10,Um Natal Bem Jonas Brothers,False,6.6,54.0,Filme (Popular),,,,,,,,
False,/jvpkBenB6hv19WWYVlaiow8zklq.jpg,"[10751, 35, 80, 12, 16]",1175942,en,The Bad Guys 2,"Os agora reformados Bad Guys estão tentando (muito, muito mesmo) ser bons, mas em vez disso se veem sequestrados para um assalto de alto risco e alcance mundial, arquitetado por uma nova equipe de criminosos que eles nunca imaginaram: as Bad Girls.",34.5094,/dbpNAldCtWjotI4vEiphPrz8DJh.jpg,2025-07-24,Os Caras Malvados 2,False,7.75,529.0,Filme (Popular),,,,,,,,
False,/d33Gy4pCLeiQlMXeOxOu0V0GHL8.jpg,"[10749, 18]",1522377,tr,İki Dünya Bir Dilek,"Em 1998, na véspera de Ano Novo, Bilge e Can se conheceram ainda crianças em um hospital, forjando um laço profundo e mágico. Anos depois, Bilge se tornou uma advogada de sucesso e Can, uma arqueóloga aclamada. O destino acabou por reuni-las novamente, mas esse reencontro colocaria a força de sua história única e compartilhada à prova definitiva.",33.6525,/5L791lEbRhl4HhuYHrWAUDqFEWk.jpg,2025-11-24,"Dois Mundos, Um Desejo",False,9.3,3.0,Filme (Popular),,,,,,,,
False,/8x9iKH8kWA0zdkgNdpAew7OstYe.jpg,"[16, 10749, 18]",372058,ja,君の名は。,"Mitsuha é a filha do prefeito de uma pequena cidade, mas sonha em tentar a sorte em Tóquio. Taki trabalha em um restaurante em Tóquio e deseja largar o seu emprego. Os dois não se conhecem, mas estão conectados pelas imagens de seus sonhos.",34.9111,/zteJkqfL00XsneIqgrUEeDIuY9k.jpg,2016-08-26,Your name.,False,8.5,12117.0,Filme (Popular),,,,,,,,
False,/mBc6RB7VajfykLqGx0ue7qatXky.jpg,[18],1266990,tl,Kulong,,36.1738,/bZ8xfM705sK59dA1UCdRkEj7LHN.jpg,2024-05-24,Kulong,False,5.333,6.0,Filme (Popular),,,,,,,,
False,/iN41Ccw4DctL8npfmYg1j5Tr1eb.jpg,"[878, 12, 14]",83533,en,Avatar: Fire and Ash,"Após a devastadora guerra contra a RDA e a perda de seu filho mais velho, Jake Sully e Neytiri enfrentam uma nova ameaça em Pandora: o Povo das Cinzas, uma tribo Na'vi violenta e sedenta por poder, liderada pelo implacável Varang. A família de Jake deve lutar por sua sobrevivência e pelo futuro de Pandora em um conflito que os leva aos seus limites emocionais e físicos.",34.105,/ywSmtzjp3ueZeGsrzXJsUDnMcqE.jpg,2025-12-17,Avatar: Fogo e Cinzas,False,0.0,0.0,Filme (Popular),,,,,,,,
False,/jUplF2dluebAYdHa901mhPVOZYU.jpg,"[878, 12, 28]",533533,en,TRON: Ares,"Um programa altamente sofisticado, Ares, é enviado do mundo digital para o mundo real em uma missão perigosa, marcando o primeiro encontro da humanidade com seres de I.A..",32.85,/oPFy0sDMEpIPwnd18sgiKvLYnb9.jpg,2025-10-08,Tron: Ares,False,6.332,413.0,Filme (Popular),,,,,,,,
False,/sSaUmM4bnZJ7PW5dlyRi7iONB65.jpg,"[27, 53]",1010756,en,The Strangers: Chapter 2,"Após sobreviver ao ataque dos mascarados, Maya vê-se em um pesadelo ainda maior. Agora, ela será novamente caçada em uma luta brutal pela sobrevivência. A ameaça se intensifica e, a cada passo, a morte se aproxima.",31.4238,/bMrUruq2lT3b7xwC5y3vEidGYfZ.jpg,2025-09-25,Os Estranhos: Capítulo 2,False,6.014,138.0,Filme (Popular),,,,,,,,
False,/nI0AZlFksZ5oIRhSohUag45Fp6H.jpg,[18],1548092,es,Las Locuras,"Seis mulheres unidas por uma ""amiga"" em comum: a loucura. E receber a visita dela significa escancarar a realidade, tomar decisões ousadas e ter a vida transformada.",32.6696,/ax3cx4fXILjSbZHtLRedYNsUnD2.jpg,2025-11-13,As Loucuras,False,4.7,9.0,Filme (Popular),,,,,,,,
False,/48LdnfGahm8LuM2cg7LFWEmrTEd.jpg,"[27, 53, 9648]",1081208,en,The Dogs,"Perseguidos pelo pai, Cameron e sua mãe se mudam para uma fazenda isolada, onde Cameron vê e ouve coisas que não são possíveis. Ele começa a questionar tudo e precisa descobrir os segredos antes que eles o separem.",30.6385,/qvvJ4y8sGdOOXMkkD9ZVleh4eXk.jpg,2025-06-13,Matilha Voraz,False,6.5,20.0,Filme (Popular),,,,,,,,
False,/pcJft6lFWsJxutwpLHVYfmZRPQp.jpg,"[53, 878, 27]",604079,en,The Long Walk,"Um grupo de adolescentes compete em uma competição anual conhecida como ""A Longa Marcha"", onde eles devem manter uma certa velocidade de caminhada ou levar um tiro.",30.5477,/qE0XKOHZvXtiM4aBLlTPUVZiIc5.jpg,2025-09-10,A Longa Marcha: Caminhe ou Morra,False,6.9,826.0,Filme (Popular),,,,,,,,
False,/8btfz81bOJ2lC7cujYBTw03wzg3.jpg,"[16, 14, 12, 28]",980477,zh,哪吒之魔童闹海,"Após uma grande catástrofe, as almas de Ne Zha e Ao Bing são salvas, mas seus corpos enfrentam a ruína. Para lhes dar uma nova vida, Taiyi Zhenren recorre à mística lótus de sete cores em uma ousada tentativa de reconstruí-los e mudar seus destinos.",32.5638,/rZvTm1Yg1HUfpC1Z20E0211kXqI.jpg,2025-01-29,Ne Zha 2: O Renascer da Alma,False,8.038,463.0,Filme (Popular),,,,,,,,
False,/1yktYsxkmUtUFTUnCAUaqG6FEiz.jpg,"[28, 53, 80]",541671,en,Ballerina,"Bailarina  se passa durante os eventos de ‘John Wick 3: Parabellum‘ e acompanha Eve Macarro, que está começando seu treinamento nas tradições da organização Ruska Roma para se tornar uma assassina que buscará vingança contra aqueles que destruíram sua família.",31.9941,/by5hjYJp3OJ8GW118kPeURp1rFo.jpg,2025-06-04,Bailarina: Do Universo de John Wick,False,7.313,1988.0,Filme (Popular),,,,,,,,
False,/2fOKVDoc2O3eZmBZesWPuE5kgPN.jpg,"[18, 9648]",200875,en,,"Durante as férias de 1958, em uma pacata cidadezinha chamada Derry, um grupo de sete amigos começa a ver coisas bizarras. Um conta que viu um palhaço, outro que viu uma múmia. Finalmente, acabam descobrindo que estavam todos vendo a mesma coisa: um ser sobrenatural e maligno que pode assumir várias formas. Ele mesmo. O Pennywise.",349.3012,/gMTfrLvrDaD0zrhpLZ7zXIIpKfJ.jpg,,,,8.061,496.0,Série (Popular),['US'],IT: Welcome to Derry,2025-10-26,IT: Bem-Vindos a Derry,,,,
False,/56v2KjBlU4XaOv9rVYEQypROD7P.jpg,"[10765, 9648, 10759]",66732,en,,"Quando um garoto desaparece, a cidade toda participa nas buscas. Mas o que encontram são segredos, forças sobrenaturais e uma menina.",378.6798,/7EZcuL3GuiNvwn5RlKLaWazzekL.jpg,,,,8.6,19085.0,Série (Popular),['US'],Stranger Things,2016-07-15,Stranger Things,,,,
False,/ro0tlgnsco4SwbdAgmscLkSlMSL.jpg,"[18, 9648, 10765]",1622,en,,"Os irmãos Dean e Sam vasculham o país em busca de atividades paranormais, brigando com demônios, fantasmas e monstros no caminho.",162.8749,/eK4gEBWNGJoxCD67KFKzaKfSzWU.jpg,,,,8.301,8081.0,Série (Popular),['US'],Supernatural,2005-09-13,Supernatural,,,,
False,/jP0Rhj9OTPDAwQlHQwOLFDdeE8t.jpg,[18],1416,en,,"Os médicos do Grey Sloan Memorial Hospital lidam diariamente com casos e consequências de vida ou morte. É um no outro que eles encontram apoio, conforto, amizade e, às vezes, até mais que amizade... Juntos, eles descobrem o quanto a vida profissional e a pessoal podem ser complicadas e se misturarem no meio do caminho.",150.1261,/vrChGRs0DsoCoaeHif8PlZY637Q.jpg,,,,8.213,10692.0,Série (Popular),['US'],Grey's Anatomy,2005-03-27,Grey's Anatomy,,,,
False,/jvTeRgjFsp66xj8SWxhr7O2J4ud.jpg,"[10751, 16, 35]",456,en,,"Uma animação sobre uma típica família dos Estados Unidos. Homer é o pai de família nada saudável ou inteligente, que adora beber cerveja. Marge é a esposa e mãe de família dedicada. Bart é o filho de 10 anos, que não leva a escola a sério e tem orgulho disso. Lisa é a garota de 8 anos, um gênio não apreciado. E Maggie é o bebê que não larga a chupeta.",127.9189,/1jGPgDDcmg3Xgs3WO8sfYfbnFoA.jpg,,,,8.0,10451.0,Série (Popular),['US'],The Simpsons,1989-12-17,Os Simpsons,,,,
False,/obtdxPgmfykYwVnvuYXC5f2xKlQ.jpg,"[80, 18, 9648]",2734,en,,"Detetives que fazem parte da Unidade de Vítimas Especiais da polícia de Nova York investigam crimes de natureza sexual, como estupros, em que a vítima sobrevive, e auxilia as autoridades na investigação.",153.3257,/gUMArcGnsNmsJgQky7vE0cdnf4Y.jpg,,,,7.9,4058.0,Série (Popular),['US'],Law & Order: Special Victims Unit,1999-09-20,Lei & Ordem: Unidade de Vítimas Especiais,,,,
False,/tuCU2yVRM2iZxFkpqlPUyvd6tSu.jpg,"[16, 35, 18, 10765]",94954,en,,"Charlie Morningstar, a Princesa do Inferno, tem dificuldades para convencer anjos e demônios de que toda alma pode ser redimida. Cante e xingue junto nessa comédia animada e musical para maiores sobre segundas chances.",123.4091,/hdOeeEVqhvKR5sh8gDAp4WwSiHQ.jpg,,,,8.655,1433.0,Série (Popular),['US'],Hazbin Hotel,2024-01-18,Hotel Hazbin,,,,
False,/4P2gbaCGdZyP4i95TmmA6nS9HJh.jpg,[10764],64356,ko,,"“O Retorno do Super-homem” é um popular reality show sul-coreano. A série conta com papais celebridades que são deixados a sós, para cuidar de seus filhos, por 48 horas, enquanto suas esposas conseguem uma pausa muito merecida. Aos pais acontece então a atribuição de tarefas deixadas por suas mulheres ou eles tentam aproveitar novas atividades com seus pequenos.",101.0403,/iP2OjFhiiMnowebltmXgAxJowKP.jpg,,,,7.7,16.0,Série (Popular),['KR'],슈퍼맨이 돌아왔다,2013-11-03,O Retorno do Super-homem,,,,
False,/2m1Mu0xPj4SikiqkaolTRUcNtWH.jpg,"[80, 18, 35]",79744,en,,"John Nolan, um homem de 40 anos, deixa para trás sua vida confortável em uma cidade pequena para viver seu sonho de ser um agente policial no Departamento de Polícia de Los Angeles. Como o novato mais velho, ele enfrenta a descrença de seus colegas.",128.1799,/bL1mwXDnH5fCxqc4S2n40hoVyoe.jpg,,,,8.52,2767.0,Série (Popular),['US'],The Rookie,2018-10-16,O Novato,,,,
False,/mNHRGO1gFpR2CYZdANe72kcKq7G.jpg,"[80, 18, 35]",153312,en,,"Depois de cumprir 25 anos de prisão, Dwight Manfredi é exilado sem cerimônia por seu chefe da máfia para se estabelecer em Oklahoma. Dwight lentamente constrói um novo império criminoso em Tulsa.",136.0045,/rOYLWCdAifpUtPlTf1WHxyaxeMt.jpg,,,,8.3,2397.0,Série (Popular),['US'],Tulsa King,2022-11-13,Tulsa King,,,,
False,/c1aBrG5s5xFa6Tbnihu2Hhj4t2q.jpg,"[80, 18, 10759]",4614,en,,"Sob o exemplar comando de Leroy Jethro Gibbs, uma equipe de agentes especiais investiga crimes relacionados com a Marinha dos Estados Unidos.",125.9936,/abjNx4jqvaJn5UvsuLaBVRVndyJ.jpg,,,,7.622,2416.0,Série (Popular),['US'],NCIS,2003-09-23,NCIS: Investigação Naval,,,,
False,/lHe8iwM4Cdm6RSEiara4PN8ZcBd.jpg,"[10759, 18, 10768]",44217,en,,"Ragnar Lothbrok, um jovem que se considera descendente de Odin, é um guerreiro, fazendeiro e chefe de família. Visionário e sonhando viver diversas aventuras, ele acredita que as riquezas sonhadas por seu povo encontram-se além do mar Báltico. Mas para conseguir conquistá-las ele precisa convencer Earl Haraldson, o líder de seu povo, a permitir que ele e seus guerreiros viagem em direção à Inglaterra.",94.2795,/bQLrHIRNEkE3PdIWQrZHynQZazu.jpg,,,,8.093,7377.0,Série (Popular),['CA'],Vikings,2013-03-03,Vikings,,,,
False,/r0Q6eeN9L1ORL9QsV0Sg8ZV3vnv.jpg,"[18, 35, 9648]",1408,en,,"Hugh Laurie interpreta Dr. Gregory House, um médico mal-humorado que detesta lidar com pacientes, mas é um gênio no tratamento de doenças misteriosas.",102.8947,/lW7MvZ4m49IUj2UrUu4z0xVVl81.jpg,,,,8.586,7172.0,Série (Popular),['US'],House,2004-11-16,Dr. House,,,,
False,/foGkPxpw9h8zln81j63mix5B7m8.jpg,"[18, 10759]",71912,en,,O mutante Geralt de Rívia é um caçador de monstros que luta para encontrar seu lugar num mundo onde as pessoas muitas vezes são mais perversas que as criaturas selvagens.,115.0958,/uJ1kQWTY1nElMcrrbHtDitbV85K.jpg,,,,8.0,6390.0,Série (Popular),['US'],The Witcher,2019-12-20,The Witcher,,,,
